Sitio,ID,Encuentro,distancia a sendero,Distrecorr,TipoMov,Actividad,Sexo,Edad,Hora formato de 12 hrs,Hora de encuentro (F24),Mes,Fecha,Temporada,HUM,TEMPAMB,TC,TS,LHC,Peso ,HOJA,SUELO,HERB,ARBUS,ARBO,DOSEL,altitid,Localidad,Estado,Region,Revisor
Conservado,23,3,224.0,10.77,Movimiento Exploratorio,Refugiado,Macho,Adulto,04:38:00 p. m.,16:38:00,Julio ,21/07/2019,Lluvias,84,19.6,20.4,21.2,7.2,55,60,20,10,10,0,91.26,1534 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,5,229.0,8.81,Movimiento Exploratorio,Refugiado,Macho,Adulto,08:09:51 p. m.,20:09:51,Julio ,21/07/2019,Lluvias,81,15.8,17.2,17,7.2,55,40,10,15,15,20,92.3,1545 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,4,224.0,0,Refugiado,Refugiado,Macho,Adulto,06:32:43 p. m.,18:32:43,Julio ,21/07/2019,Lluvias,80,17.3,19.1,19.7,7.2,55,40,10,15,15,20,92.3,1534 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,6,229.0,0,Refugiado,Refugiado,Macho,Adulto,11:14:51 p. m.,23:14:51,Julio ,21/07/2019,Lluvias,81,15.8,17.2,17,7.2,55,40,10,15,15,20,92.3,1545 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,1,218.4,0,Refugiado,Moviendose,Macho,Adulto,12:10:07 p. m.,12:10:07,Julio ,21/07/2019,Lluvias,95,21,21.3,22,7.2,55,70,0,10,10,10,92.56,1533 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,2,220.0,4.55,Ajuste Local ,Refugiado,Macho,Adulto,02:40:35 p. m.,14:40:35,Julio ,21/07/2019,Lluvias,79,21.5,20.8,20.9,7.2,55,70,0,10,10,10,92.56,1559 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,9,238.0,21.25,Movimiento Exploratorio,Moviendose,Macho,Adulto,01:30:49 p. m.,13:30:49,Julio ,22/07/2019,Lluvias,92,19,19.5,19.5,7.2,55,70,10,5,10,5,94.12,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,7,229.0,0,Refugiado,Refugiado,Macho,Adulto,12:00:51 a. m.,00:00:51,Julio ,22/07/2019,Lluvias,81,15.8,17.2,17,7.2,55,40,10,15,15,20,92.3,1545 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,8,229.0,0,Refugiado,Refugiado,Macho,Adulto,03:09:00 a. m.,03:09:00,Julio ,22/07/2019,Lluvias,81,15.8,17.2,17,7.2,55,40,10,15,15,20,92.3,1545 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,10,238.0,0,Refugiado,Refugiado,Macho,Adulto,03:22:00 p. m.,15:22:00,Julio ,22/07/2019,Lluvias,98,22.1,20.1,20,7.2,55,70,10,5,10,5,94.12,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,11,238.0,0,Refugiado,Refugiado,Macho,Adulto,06:02:00 p. m.,18:02:00,Julio ,22/07/2019,Lluvias,98,18.8,19.2,19.5,7.2,55,70,10,5,10,5,94.12,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,12,238.0,0,Refugiado,Refugiado,Macho,Adulto,08:32:00 p. m.,20:32:00,Julio ,22/07/2019,Lluvias,92,17,18.3,18.4,7.2,55,70,10,5,10,5,94.12,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,13,238.0,0,Refugiado,Refugiado,Macho,Adulto,03:06:00 a. m.,03:06:00,Julio ,23/07/2019,Lluvias,92,17,18.3,18.4,7.2,55,70,10,5,10,5,94.12,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,14,238.0,0,Refugiado,Refugiado,Macho,Adulto,10:55:00 a. m.,10:55:00,Julio ,23/07/2019,Lluvias,95,17.6,18,18.3,7.2,55,70,10,5,10,5,94.12,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,15,238.0,0,Refugiado,Refugiado,Macho,Adulto,12:50:00 p. m.,12:50:00,Julio ,23/07/2019,Lluvias,95,18.5,18.4,18.7,7.2,55,70,10,5,10,5,94.12,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,16,238.0,0,Refugiado,Refugiado,Macho,Adulto,02:00:00 p. m.,14:00:00,Julio ,23/07/2019,Lluvias,95,19.3,19.3,19.5,7.2,55,70,10,5,10,5,94.12,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,17,238.0,0,Refugiado,Refugiado,Macho,Adulto,05:14:00 p. m.,17:14:00,Julio ,23/07/2019,Lluvias,92,20.1,19.1,19.3,7.2,55,70,10,5,10,5,94.12,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,18,253.0,20.3,Movimiento Exploratorio,Moviendose,Macho,Adulto,11:15:31 a. m.,11:15:31,Julio ,24/07/2019,Lluvias,92,17.6,18,18,7.2,55,60,0,10,15,15,90.22,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,19,253.0,0,Refugiado,Refugiado,Macho,Adulto,03:50:31 p. m.,15:50:31,Julio ,24/07/2019,Lluvias,95,20,19.9,19.9,7.2,55,60,0,10,15,15,90.22,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,20,253.0,0,Refugiado,Refugiado,Macho,Adulto,06:30:00 p. m.,18:30:00,Julio ,25/07/2019,Lluvias,92,16,16.5,16.5,7.2,55,60,0,10,15,15,90.22,1550 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,21,259.0,6.17,Movimiento Exploratorio,Refugiado,Macho,Adulto,12:04:30 a. m.,00:04:30,Julio ,26/07/2019,Lluvias,95,16.8,16.1,16.2,7.2,55,50,10,10,15,15,89.44,1543 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,23,22,259.0,0,Refugiado,Refugiado,Macho,Adulto,01:11:00 p. m.,13:11:00,Julio ,26/07/2019,Lluvias,97,18,18.2,18.2,7.2,55,50,10,10,15,15,89.44,1543 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,1,242.0,0,Refugiado,Moviendose,Macho,Adulto,11:53:40 p. m.,23:53:40,Julio ,21/07/2019,Lluvias,81,15.1,15,15,7.16,40,70,10,10,10,0,90.74,1545 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,7,259.0,6.67,Movimiento Exploratorio,Refugiado,Macho,Adulto,11:19:00 p. m.,23:19:00,Julio ,22/07/2019,Lluvias,95,18,18.4,18.8,7.16,40,70,5,10,5,5,89.44,1555 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,3,252.0,15.83,Movimiento Exploratorio,Refugiado,Macho,Adulto,12:49:13 p. m.,12:49:13,Julio ,22/07/2019,Lluvias,98,19,19.5,19.4,7.16,40,70,0,5,10,15,90.22,1563 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,2,241.0,23.63,Movimiento Exploratorio,Descansando,Macho,Adulto,02:19:42 a. m.,02:19:42,Julio ,22/07/2019,Lluvias,81,15.8,16.5,16.5,7.16,40,70,10,10,10,0,90.74,1535 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,4,252.0,0,Refugiado,Refugiado,Macho,Adulto,03:09:00 p. m.,15:09:00,Julio ,22/07/2019,Lluvias,93,23.3,20.8,20.9,7.16,40,70,0,5,10,15,90.22,1563 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,5,252.0,0,Refugiado,Refugiado,Macho,Adulto,05:33:00 p. m.,17:33:00,Julio ,22/07/2019,Lluvias,92,20,19.7,19.8,7.16,40,70,0,5,10,15,90.22,1563 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,6,252.0,0,Refugiado,Refugiado,Macho,Adulto,08:34:46 p. m.,20:34:46,Julio ,22/07/2019,Lluvias,92,18,na,17.9,7.16,40,70,0,5,10,15,90.22,1549 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,8,259.0,0,Refugiado,Refugiado,Macho,Adulto,12:56:08 p. m.,12:56:08,Julio ,23/07/2019,Lluvias,92,20.5,20,19.2,7.16,40,70,5,10,5,5,89.44,1556 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,9,259.0,0,Refugiado,Refugiado,Macho,Adulto,02:46:00 p. m.,14:46:00,Julio ,23/07/2019,Lluvias,92,24.4,20.9,21,7.16,40,70,5,10,5,5,89.44,1557 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,10,259.0,0,Refugiado,Refugiado,Macho,Adulto,05:30:00 p. m.,17:30:00,Julio ,23/07/2019,Lluvias,92,20.5,19.4,19.4,7.16,40,70,5,10,5,5,89.44,1558 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,11,255.0,5.71,Movimiento Exploratorio,Refugiado,Macho,Adulto,11:00:55 a. m.,11:00:55,Julio ,24/07/2019,Lluvias,96,17.5,na,18.2,7.16,40,60,10,10,10,10,88.14,1573 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,12,255.0,0,Refugiado,Refugiado,Macho,Adulto,04:13:00 p. m.,16:13:00,Julio ,24/07/2019,Lluvias,95,19.8,19.8,19.7,7.16,40,60,10,10,10,10,88.14,1573 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,13,255.0,0,Refugiado,Refugiado,Macho,Adulto,09:38:00 p. m.,21:38:00,Julio ,24/07/2019,Lluvias,98,16,16.6,16.8,7.16,40,60,10,10,10,10,88.14,1573 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,14,255.0,0,Refugiado,Refugiado,Macho,Adulto,11:00:34 p. m.,23:00:34,Julio ,25/07/2019,Lluvias,98,19.9,17.7,17.5,7.16,40,60,10,10,20,0,na,1537 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,24,15,255.0,0,Refugiado,Refugiado,Macho,Adulto,10:22:00 a. m.,10:22:00,Julio ,26/07/2019,Lluvias,97,18,18.2,18.5,7.16,40,60,10,10,20,0,na,1537 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,2,230.0,26.35,Movimiento Exploratorio,Moviendose,Hembra,Adulto,01:41:34 p. m.,13:41:34,Julio ,22/07/2019,Lluvias,95,23.3,19.9,20.3,9.19,108,70,10,5,5,10,93.86,1554 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,3,230.0,0,Refugiado,Refugiado,Hembra,Adulto,03:31:00 p. m.,15:31:00,Julio ,22/07/2019,Lluvias,92,22.9,20.3,20.4,9.19,108,60,10,10,10,10,93.86,1555 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,4,230.0,0,Refugiado,Refugiado,Hembra,Adulto,05:46:04 p. m.,17:46:04,Julio ,22/07/2019,Lluvias,92,18,19.6,19.8,9.19,108,60,10,10,10,10,93.86,1556 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,1,230.0,0,Refugiado,Moviendose,Hembra,Adulto,02:34:53 a. m.,02:34:53,Julio ,22/07/2019,Lluvias,81,15.6,18.7,16.8,9.19,108,60,10,10,10,10,na,1529 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,5,255.0,4.59,Ajuste Local ,Moviendose,Hembra,Adulto,08:38:00 p. m.,20:38:00,Julio ,22/07/2019,Lluvias,92,18.1,18.3,18.4,9.19,108,60,10,10,10,10,na,1557 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,7,259.0,1.06,Ajuste Local ,Moviendose,Hembra,Adulto,11:08:19 a. m.,11:08:19,Julio ,23/07/2019,Lluvias,95,17,18.6,18.8,9.19,108,60,15,5,15,5,88.66,1554 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,8,259.0,0,Refugiado,Refugiado,Hembra,Adulto,01:00:00 p. m.,13:00:00,Julio ,23/07/2019,Lluvias,92,20.5,20,19,9.19,108,60,15,5,15,5,88.66,1555 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,9,259.0,0,Refugiado,Refugiado,Hembra,Adulto,02:30:00 p. m.,14:30:00,Julio ,23/07/2019,Lluvias,96,19.1,19.8,20,9.19,108,60,15,5,15,5,88.66,1556 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,10,259.0,0,Refugiado,Refugiado,Hembra,Adulto,05:21:00 p. m.,17:21:00,Julio ,23/07/2019,Lluvias,92,20.2,19.2,19.4,9.19,108,60,15,5,15,5,88.66,1557 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,6,255.0,0,Refugiado,Refugiado,Hembra,Adulto,02:59:00 a. m.,02:59:00,Julio ,23/07/2019,Lluvias,98,18,na,17.9,9.19,108,60,10,10,10,10,na,1568 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,11,262.0,11.87,Movimiento Exploratorio,Moviendose,Hembra,Adulto,11:08:00 a. m.,11:08:00,Julio ,24/07/2019,Lluvias,92,18.6,19.8,20,9.19,108,50,10,20,10,10,na,1563 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,12,262.0,0,Refugiado,Hidratandose,Hembra,Adulto,03:55:00 p. m.,15:55:00,Julio ,24/07/2019,Lluvias,95,17.5,18.3,18.5,9.19,108,50,10,20,10,10,na,1564 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,13,262.0,0,Refugiado,Refugiado,Hembra,Adulto,01:32:00 a. m.,01:32:00,Julio ,25/07/2019,Lluvias,98,17,17,17.2,9.19,108,50,10,20,10,10,na,1565 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,25,14,262.0,0,Refugiado,Refugiado,Hembra,Adulto,12:58:00 p. m.,12:58:00,Julio ,25/07/2019,Lluvias,98,18,18.2,18.2,9.19,108,50,10,20,10,10,na,1565 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,26,1,155.0,0,Refugiado,Moviendose,Hembra,Adulto,12:36:00 p. m.,12:36:00,Julio ,24/07/2019,Lluvias,95,19.7,18,19.1,9.21,98,60,10,20,10,0,90.22,1563 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,26,2,155.0,0,Refugiado,Refugiado,Hembra,Adulto,04:35:00 p. m.,16:35:00,Julio ,24/07/2019,Lluvias,92,18.6,19.4,19.4,9.21,98,60,10,20,10,0,90.22,1564 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,26,3,160.0,23.3,Movimiento Exploratorio,Moviendose,Hembra,Adulto,10:25:27 a. m.,10:25:27,Julio ,25/07/2019,Lluvias,93,17.7,na,17.7,9.21,98,70,10,20,0,0,89.7,1565 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,26,5,132.0,2.45,Ajuste Local ,Moviendose,Hembra,Adulto,01:34:25 p. m.,13:34:25,Julio ,26/07/2019,Lluvias,91,19,18.9,18.9,9.21,98,70,0,10,0,10,89.96,1645 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,26,4,160.0,0,Refugiado,Refugiado,Hembra,Adulto,01:38:00 a. m.,01:38:00,Julio ,26/07/2019,Lluvias,96,17,na,16,9.21,98,,,,,,na,1566 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,27,2,155.0,9.42,Movimiento Exploratorio,Refugiado,Macho,Adulto,11:40:12 p. m.,23:40:12,Julio ,24/07/2019,Lluvias,98,18,18,18.2,6.78,21.4,50,10,10,10,20,90.74,1538 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,27,1,152.0,0,Refugiado,Moviendose,Macho,Adulto,08:08:13 p. m.,20:08:13,Julio ,24/07/2019,Lluvias,95,19,18,18.5,6.78,21.4,50,10,10,10,20,91.26,1516 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Conservado,27,3,155.0,0,Refugiado,Refugiado,Macho,Adulto,08:45:00 p. m.,20:45:00,Julio ,25/07/2019,Lluvias,92,17,17.5,17.5,6.78,21.4,50,10,10,10,20,90.74,1538 m,Santa Cruz tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,1,14.0,0,Refugiado,Hidratandose,Hembra,Adulto,01:20:00 a. m.,01:20:00,Julio,21/07/2019,Lluvias,62,15.7,17.8,18.5,9.84,120.3,0,100,0,0,0,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,3,2.7,0,Refugiado,Refugiado,Hembra,Adulto,06:34:00 p. m.,18:34:00,Julio,21/07/2019,Lluvias,45,23.6,19.9,20,9.84,120.3,60,0,20,10,10,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,4,2.7,0,Refugiado,Refugiado,Hembra,Adulto,10:01:00 p. m.,22:01:00,Julio,21/07/2019,Lluvias,48,23.3,19.1,19.3,9.84,120.3,60,0,20,10,10,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,2,2.7,35.1,Movimiento Exploratorio,Refugiado,Hembra,Adulto,12:21:00 p. m.,12:21:00,Julio,21/07/2019,Lluvias,45,23.6,20.6,20.2,9.84,120.3,50,0,20,10,10,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,5,2.7,0,Refugiado,Refugiado,Hembra,Adulto,12:00:00 a. m.,00:00:00,Julio,22/07/2019,Lluvias,45,22,19.1,19.1,9.84,120.3,60,0,20,10,10,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,6,2.7,0,Refugiado,Refugiado,Hembra,Adulto,02:06:00 a. m.,02:06:00,Julio,22/07/2019,Lluvias,53,19.2,18.1,18.1,9.84,120.3,60,0,20,10,10,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,9,65.0,13.33,Movimiento Exploratorio,Moviendose,Hembra,Adulto,10:42:00 p. m.,22:42:00,Julio,22/07/2019,Lluvias,44,21.2,20.1,20.1,9.84,120.3,30,0,20,40,10,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,8,81.2,28.95,Movimiento Exploratorio,Moviendose,Hembra,Adulto,06:44:00 p. m.,18:44:00,Julio,22/07/2019,Lluvias,50,23.9,21.2,20.7,9.84,120.3,40,0,30,0,0,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,7,54.1,52.77,Movimiento Exploratorio,Refugiado,Hembra,Adulto,11:00:00 a. m.,11:00:00,Julio,22/07/2019,Lluvias,59,20,19.6,19.5,9.84,120.3,10,10,0,0,70,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,11,87.0,1.43,Ajuste Local ,Moviendose,Hembra,Adulto,01:17:00 p. m.,13:17:00,Julio,23/07/2019,Lluvias,55,25.3,22.6,22.5,9.84,120.3,30,0,70,0,0,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,12,82.9,3.09,Ajuste Local ,Moviendose,Hembra,Adulto,04:57:00 p. m.,16:57:00,Julio,23/07/2019,Lluvias,71,23.5,23.3,23.2,9.84,120.3,30,0,70,0,0,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,10,84.3,21.37,Movimiento Exploratorio,Moviendose,Hembra,Adulto,02:36:00 a. m.,02:36:00,Julio,23/07/2019,Lluvias,69,17.4,18.8,18.6,9.84,120.3,0,0,0,100,0,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,13,82.9,0,Refugiado,Refugiado,Hembra,Adulto,12:00:00 a. m.,00:00:00,Julio,24/07/2019,Lluvias,50,18.2,18.2,18.1,9.84,120.3,30,0,70,0,0,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,14,82.9,0,Refugiado,Refugiado,Hembra,Adulto,11:58:00 a. m.,11:58:00,Julio,24/07/2019,Lluvias,53,21.9,21.5,21.5,9.84,120.3,30,0,70,0,0,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,15,14.8,16,Movimiento Exploratorio,Moviendose,Hembra,Adulto,06:10:00 p. m.,18:10:00,Julio,24/07/2019,Lluvias,68,24.6,20.9,20.8,9.84,120.3,60,0,20,0,20,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,16,97.1,3.4,Ajuste Local ,Refugiado,Hembra,Adulto,03:23:00 a. m.,03:23:00,Julio,25/07/2019,Lluvias,87,17.5,17.5,17.4,9.84,120.3,60,0,20,0,20,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,17,97.7,11.81,Movimiento Exploratorio,Moviendose,Hembra,Adulto,03:54:56 p. m.,15:54:56,Julio,25/07/2019,Lluvias,76,21.7,20.3,20.2,9.84,120.3,60,0,20,0,20,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,18,99.8,7.77,Movimiento Exploratorio,Moviendose,Hembra,Adulto,12:00:00 a. m.,00:00:00,Julio,26/07/2019,Lluvias,73,18.1,17.9,17.8,9.84,120.3,60,0,20,0,20,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,28,19,93.5,19.44,Movimiento Exploratorio,Moviendose,Hembra,Adulto,06:00:00 p. m.,18:00:00,Julio,26/07/2019,Lluvias,64,18.8,20,19.8,9.84,120.3,100,0,0,0,0,na,,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortua 
Perturbado,29,2,145.0,5.63,Movimiento Exploratorio,Moviendose,Hembra,Adulto,9:38:57 p. m.,21:38:57,Septiembre,17/09/2019,Lluvias,76,18.1,18,18,9.58,109,50,5,20,5,10,93.6,1320 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,1,139.0,0,Refugiado,Descansando,Hembra,Adulto,4:22:20 p. m.,16:22:20,Septiembre,17/09/2019,Lluvias,75,22.1,19.4,19.3,9.58,109,20,5,60,10,5,93.6,1320 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,3,145.0,0,Refugiado,Refugiado,Hembra,Adulto,11:02:00 p. m.,23:02:00,Septiembre,17/09/2019,Lluvias,75,17.9,18.2,18.1,9.58,109,50,5,20,5,10,93.6,1320 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,8,85.9,47.98,Movimiento Exploratorio,Moviendose,Hembra,Adulto,9:10:00 p. m.,21:10:00,Septiembre,18/09/2019,Lluvias,70,18.6,18.1,18.3,9.58,109,40,5,30,25,0,88.92,1305 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,4,145.0,0,Refugiado,Refugiado,Hembra,Adulto,1:10:00 a. m.,01:10:00,Septiembre,18/09/2019,Lluvias,78,18,18.2,18.4,9.58,109,50,5,20,5,10,93.6,1320 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,5,145.0,0,Refugiado,Refugiado,Hembra,Adulto,9:20:00 a. m.,09:20:00,Septiembre,18/09/2019,Lluvias,80,19.6,20,20,9.58,109,50,5,20,5,10,93.6,1320 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,6,145.0,0,Refugiado,Refugiado,Hembra,Adulto,1:15:00 p. m.,13:15:00,Septiembre,18/09/2019,Lluvias,70,23.6,23.2,23.3,9.58,109,50,5,20,5,10,93.6,1320 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,7,145.0,0,Refugiado,Refugiado,Hembra,Adulto,4:40:00 p. m.,16:40:00,Septiembre,18/09/2019,Lluvias,90,22,21.1,21.3,9.58,109,50,5,20,5,10,93.6,1320 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,10,85.9,0,Refugiado,Refugiado,Hembra,Adulto,1:05:00 p. m.,13:05:00,Septiembre,19/09/2019,Lluvias,83,21.3,21.2,21.3,9.58,109,40,5,30,25,0,88.92,1305 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,9,85.9,0,Refugiado,Refugiado,Hembra,Adulto,3:01:00 p. m.,15:01:00,Septiembre,19/09/2019,Lluvias,76,20.9,20,20,9.58,109,40,5,30,25,0,88.92,1305 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,11,85.9,0,Refugiado,Refugiado,Hembra,Adulto,4:31:00 p. m.,16:31:00,Septiembre,19/09/2019,Lluvias,75,26.3,23.4,23.3,9.58,109,40,5,30,25,0,88.92,1305 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,12,85.9,0,Refugiado,Hidratandose,Hembra,Adulto,5:20:00 p. m.,17:20:00,Septiembre,19/09/2019,Lluvias,76,25.1,21.6,21.7,9.58,109,40,5,30,25,0,88.92,1306 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,13,85.9,0,Refugiado,Refugiado,Hembra,Adulto,12:20:00 a. m.,00:20:00,Septiembre,20/09/2019,Lluvias,70,21.1,21,21,9.58,109,40,5,30,25,0,88.92,1307 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,14,85.9,0,Refugiado,Refugiado,Hembra,Adulto,4:40:00 p. m.,16:40:00,Septiembre,20/09/2019,Lluvias,70,20.2,21,19.9,9.58,109,40,5,30,25,0,88.92,1307 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,15,85.9,0,Refugiado,Refugiado,Hembra,Adulto,10:42:00 p. m.,22:42:00,Septiembre,20/09/2019,Lluvias,70,20.1,20.2,20,9.58,109,40,5,30,25,0,88.92,1307 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
